txid	host_txids	host_names	diseases
2530143	1772	Mycolicibacterium smegmatis	
2502444	246196	Mycolicibacterium smegmatis MC2 155	
1035483	246196	Mycolicibacterium smegmatis MC2 155	
2301556	246196	Mycolicibacterium smegmatis MC2 155	
2743931	246196	Mycolicibacterium smegmatis MC2 155	
2743932	246196	Mycolicibacterium smegmatis MC2 155	
1079894	246196	Mycolicibacterium smegmatis MC2 155	
1340709	246196	Mycolicibacterium smegmatis MC2 155	
711470	1763;246196	Mycobacterium;Mycolicibacterium smegmatis MC2 155	
2517967	246196	Mycolicibacterium smegmatis MC2 155	
2762283	246196	Mycolicibacterium smegmatis MC2 155	
2079285	246196	Mycolicibacterium smegmatis MC2 155	
2301701	246196	Mycolicibacterium smegmatis MC2 155	
1340828	1763;246196	Mycobacterium;Mycolicibacterium smegmatis MC2 155	
1034115	246196	Mycolicibacterium smegmatis MC2 155	
2488788	246196;1772	Mycolicibacterium smegmatis;Mycolicibacterium smegmatis MC2 155	
1458846	246196	Mycolicibacterium smegmatis MC2 155	
1071506	246196	Mycolicibacterium smegmatis MC2 155	
2530144	246196	Mycolicibacterium smegmatis MC2 155	
2027900	246196	Mycolicibacterium smegmatis MC2 155	
546806	246196	Mycolicibacterium smegmatis MC2 155	
1034144	246196	Mycolicibacterium smegmatis MC2 155	
2250427	246196	Mycolicibacterium smegmatis MC2 155	
1555234	246196	Mycolicibacterium smegmatis MC2 155	
205874	1763;1772	Mycolicibacterium smegmatis;Mycobacterium	
2768139	246196	Mycolicibacterium smegmatis MC2 155	
1698441	246196	Mycolicibacterium smegmatis MC2 155	
2099448	246196	Mycolicibacterium smegmatis MC2 155	
2530146	1772	Mycolicibacterium smegmatis	
2283292	246196	Mycolicibacterium smegmatis MC2 155	
1445728	246196	Mycolicibacterium smegmatis MC2 155	
1211284	246196	Mycolicibacterium smegmatis MC2 155	
2656602	246196	Mycolicibacterium smegmatis MC2 155	
2315616	1772	Mycolicibacterium smegmatis	
2250367	246196	Mycolicibacterium smegmatis MC2 155	
1340827	1763;246196	Mycobacterium;Mycolicibacterium smegmatis MC2 155	
1354513	246196	Mycolicibacterium smegmatis MC2 155	
1958910	246196	Mycolicibacterium smegmatis MC2 155	
2419614	246196;1772	Mycolicibacterium smegmatis;Mycolicibacterium smegmatis MC2 155	
1567475	246196	Mycolicibacterium smegmatis MC2 155	
701455	246196	Mycolicibacterium smegmatis MC2 155	
2517968	1772	Mycolicibacterium smegmatis	
546807	246196	Mycolicibacterium smegmatis MC2 155	
2099449	246196	Mycolicibacterium smegmatis MC2 155	
1327775	246196	Mycolicibacterium smegmatis MC2 155	
2776873	246196	Mycolicibacterium smegmatis MC2 155	
1458714	246196	Mycolicibacterium smegmatis MC2 155	
1698713	246196	Mycolicibacterium smegmatis MC2 155	
1052672	246196	Mycolicibacterium smegmatis MC2 155	
1034146	246196	Mycolicibacterium smegmatis MC2 155	
2301619	246196	Mycolicibacterium smegmatis MC2 155	
1035484	246196	Mycolicibacterium smegmatis MC2 155	
1701853	246196	Mycolicibacterium smegmatis MC2 155	
1235694	246196	Mycolicibacterium smegmatis MC2 155	
1327776	246196	Mycolicibacterium smegmatis MC2 155	
1034124	246196	Mycolicibacterium smegmatis MC2 155	
1983447	246196	Mycolicibacterium smegmatis MC2 155	
1036615	246196	Mycolicibacterium smegmatis MC2 155	
1647313	246196	Mycolicibacterium smegmatis MC2 155	
1589274	246196	Mycolicibacterium smegmatis MC2 155	
1036616	246196	Mycolicibacterium smegmatis MC2 155	
1821727	246196	Mycolicibacterium smegmatis MC2 155	
1296647	246196	Mycolicibacterium smegmatis MC2 155	
1340835	246196	Mycolicibacterium smegmatis MC2 155	
2283259	246196	Mycolicibacterium smegmatis MC2 155	
1567476	246196	Mycolicibacterium smegmatis MC2 155	
2517969	246196	Mycolicibacterium smegmatis MC2 155	
1933771	246196	Mycolicibacterium smegmatis MC2 155	
1034116	246196	Mycolicibacterium smegmatis MC2 155	
1034117	246196	Mycolicibacterium smegmatis MC2 155	
2015824	246196	Mycolicibacterium smegmatis MC2 155	
1327777	246196	Mycolicibacterium smegmatis MC2 155	
1821539	246196	Mycolicibacterium smegmatis MC2 155	
701456	246196	Mycolicibacterium smegmatis MC2 155	
2027901	246196	Mycolicibacterium smegmatis MC2 155	
1673873	246196	Mycolicibacterium smegmatis MC2 155	
2656604	246196	Mycolicibacterium smegmatis MC2 155	
1873887	246196	Mycolicibacterium smegmatis MC2 155	
1698714	246196	Mycolicibacterium smegmatis MC2 155	
2590944	246196	Mycolicibacterium smegmatis MC2 155	
555603	246196;1785	Mycobacterium sp.;Mycolicibacterium smegmatis MC2 155	
1458725	246196	Mycolicibacterium smegmatis MC2 155	
2743996	246196	Mycolicibacterium smegmatis MC2 155	
1739966	246196	Mycolicibacterium smegmatis MC2 155	
1527493	246196	Mycolicibacterium smegmatis MC2 155	
1147141	246196	Mycolicibacterium smegmatis MC2 155	
1567452	246196	Mycolicibacterium smegmatis MC2 155	
2502422	246196	Mycolicibacterium smegmatis MC2 155	
2301571	1763	Mycobacterium	
2023953	246196	Mycolicibacterium smegmatis MC2 155	
546808	246196	Mycolicibacterium smegmatis MC2 155	
1527512	246196	Mycolicibacterium smegmatis MC2 155	
2656605	246196	Mycolicibacterium smegmatis MC2 155	
1897548	246196	Mycolicibacterium smegmatis MC2 155	
2250309	246196;1772	Mycolicibacterium smegmatis;Mycolicibacterium smegmatis MC2 155	
1089137	246196	Mycolicibacterium smegmatis MC2 155	
2776872	246196	Mycolicibacterium smegmatis MC2 155	
1414748	246196	Mycolicibacterium smegmatis MC2 155	
2572318	1772	Mycolicibacterium smegmatis	
1913038	246196	Mycolicibacterium smegmatis MC2 155	
2517970	1772	Mycolicibacterium smegmatis	
1555235	246196	Mycolicibacterium smegmatis MC2 155	
1527534	246196	Mycolicibacterium smegmatis MC2 155	
1458715	246196	Mycolicibacterium smegmatis MC2 155	
1034118	246196	Mycolicibacterium smegmatis MC2 155	
1175504	246196	Mycolicibacterium smegmatis MC2 155	
2077150	246196	Mycolicibacterium smegmatis MC2 155	
1897549	246196	Mycolicibacterium smegmatis MC2 155	
1204515	246196	Mycolicibacterium smegmatis MC2 155	
1089107	246196	Mycolicibacterium smegmatis MC2 155	
2301545	246196	Mycolicibacterium smegmatis MC2 155	
1920305	246196	Mycolicibacterium smegmatis MC2 155	
1897500	246196	Mycolicibacterium smegmatis MC2 155	
1698420	246196	Mycolicibacterium smegmatis MC2 155	
1567477	246196	Mycolicibacterium smegmatis MC2 155	
2163598	246196	Mycolicibacterium smegmatis MC2 155	
2653768	246196	Mycolicibacterium smegmatis MC2 155	
1718172	246196	Mycolicibacterium smegmatis MC2 155	
1701845	246196	Mycolicibacterium smegmatis MC2 155	
2588513	246196	Mycolicibacterium smegmatis MC2 155	
1052673	246196	Mycolicibacterium smegmatis MC2 155	
2282910	246196	Mycolicibacterium smegmatis MC2 155	
1567478	246196	Mycolicibacterium smegmatis MC2 155	
1032894	246196	Mycolicibacterium smegmatis MC2 155	
1089133	246196	Mycolicibacterium smegmatis MC2 155	
2599880	246196	Mycolicibacterium smegmatis MC2 155	
2283261	246196;1772	Mycolicibacterium smegmatis;Mycolicibacterium smegmatis MC2 155	
1527535	1763	Mycobacterium	
1161934	246196	Mycolicibacterium smegmatis MC2 155	
1032895	246196	Mycolicibacterium smegmatis MC2 155	
1074829	246196	Mycolicibacterium smegmatis MC2 155	
88870	1763;1772;1764	Mycobacterium avium;Mycolicibacterium smegmatis;Mycobacterium	
1891703	246196	Mycolicibacterium smegmatis MC2 155	
1897497	246196	Mycolicibacterium smegmatis MC2 155	
1035485	246196	Mycolicibacterium smegmatis MC2 155	
2599882	246196	Mycolicibacterium smegmatis MC2 155	
2656611	246196	Mycolicibacterium smegmatis MC2 155	
1567479	246196	Mycolicibacterium smegmatis MC2 155	
1527536	246196	Mycolicibacterium smegmatis MC2 155	
1071503	246196	Mycolicibacterium smegmatis MC2 155	
561999	246196	Mycolicibacterium smegmatis MC2 155	
1340825	1763;246196	Mycobacterium;Mycolicibacterium smegmatis MC2 155	
1071504	246196	Mycolicibacterium smegmatis MC2 155	
1701849	246196	Mycolicibacterium smegmatis MC2 155	
439809	1772	Mycolicibacterium smegmatis	
1161933	246196	Mycolicibacterium smegmatis MC2 155	
2517971	1772	Mycolicibacterium smegmatis	
260120	246196;1785	Mycobacterium sp.;Mycolicibacterium smegmatis MC2 155	
663560	85007;246196	Mycolicibacterium smegmatis MC2 155;Mycobacteriales	
2015825	246196	Mycolicibacterium smegmatis MC2 155	
1673876	1763	Mycobacterium	
1912978	246196	Mycolicibacterium smegmatis MC2 155	
1414747	246196	Mycolicibacterium smegmatis MC2 155	
1340821	246196	Mycolicibacterium smegmatis MC2 155	
2530154	1772	Mycolicibacterium smegmatis	
2719209	246196	Mycolicibacterium smegmatis MC2 155	
1647301	246196	Mycolicibacterium smegmatis MC2 155	
1086800	246196	Mycolicibacterium smegmatis MC2 155	
1089108	246196	Mycolicibacterium smegmatis MC2 155	
1536599	246196	Mycolicibacterium smegmatis MC2 155	
1542912	246196	Mycolicibacterium smegmatis MC2 155	
1034149	246196	Mycolicibacterium smegmatis MC2 155	
2027903	246196	Mycolicibacterium smegmatis MC2 155	
1088867	246196	Mycolicibacterium smegmatis MC2 155	
1340713	246196	Mycolicibacterium smegmatis MC2 155	
938131	246196	Mycolicibacterium smegmatis MC2 155	
2601610	1785	Mycobacterium sp.	
1383054	246196	Mycolicibacterium smegmatis MC2 155	
1340826	1763;246196	Mycobacterium;Mycolicibacterium smegmatis MC2 155	
2484216	246196	Mycolicibacterium smegmatis MC2 155	
373415	85007;1785	Mycobacterium sp.;Mycobacteriales	
1056833	246196	Mycolicibacterium smegmatis MC2 155	
1486404	246196	Mycolicibacterium smegmatis MC2 155	
2713268	246196	Mycolicibacterium smegmatis MC2 155	
1897769	246196	Mycolicibacterium smegmatis MC2 155	
1327778	246196	Mycolicibacterium smegmatis MC2 155	
1327036	246196	Mycolicibacterium smegmatis MC2 155	
2301608	246196	Mycolicibacterium smegmatis MC2 155	
2178923	246196	Mycolicibacterium smegmatis MC2 155	
1821538	246196	Mycolicibacterium smegmatis MC2 155	
1698715	246196	Mycolicibacterium smegmatis MC2 155	
2708633	246196	Mycolicibacterium smegmatis MC2 155	
2599884	246196	Mycolicibacterium smegmatis MC2 155	
2656617	246196	Mycolicibacterium smegmatis MC2 155	
1034119	246196	Mycolicibacterium smegmatis MC2 155	
2599885	246196	Mycolicibacterium smegmatis MC2 155	
1505226	246196	Mycolicibacterium smegmatis MC2 155	
2599886	246196	Mycolicibacterium smegmatis MC2 155	
1391433	246196	Mycolicibacterium smegmatis MC2 155	
1486474	246196	Mycolicibacterium smegmatis MC2 155	
2599887	246196	Mycolicibacterium smegmatis MC2 155	
1034151	246196	Mycolicibacterium smegmatis MC2 155	
2488980	246196	Mycolicibacterium smegmatis MC2 155	
2499071	246196	Mycolicibacterium smegmatis MC2 155	
1486427	246196	Mycolicibacterium smegmatis MC2 155	
2593355	246196	Mycolicibacterium smegmatis MC2 155	
1541820	246196	Mycolicibacterium smegmatis MC2 155	
75590	2093;2111	Metamycoplasma arthritidis;Mycoplasma	
2905920	2107	Mycoplasmopsis pulmonis	
280702	2093	Mycoplasma	
311228	5116	Cryphonectria parasitica	
311229	77044	Rosellinia necatrix	
2304056	10157	Myocastor coypus	
1780507	9606;9534;9435	Homo sapiens;Chlorocebus aethiops;Myotis velifer	
1195367	51298	Myotis myotis	
563775	257882;59463	Myotis lucifugus;Myotis californicus	
1195370	203696	Myotis ricketti	
2018502	36668;207696	Formicidae;Myrmica scabrinodis	
185636	667449;236803;7109;13191;29057	Sesamia cretica;Spodoptera littoralis;Pectinophora gossypiella;Mythimna loreyi;Ostrinia nubilalis	
1293572	271217	Mythimna separata	
2169746	103831	Mythimna unipuncta	
447897	103831	Mythimna unipuncta	
1692256	61855	Mytilus sp.	
49964	34	Myxococcus xanthus	
10273	483865;9986	Oryctolagus cuniculus;Sylvilagus brasiliensis	
2847998	13164	Myzus persicae	
194540	1325872;1027255;9940;9606;7157;34631	Rhipicephalus appendiculatus;Haemaphysalis intermedia;Haemaphysalis wellingtoni;Homo sapiens;Ovis aries;Culicidae	
667516	667564	Mansonia africana	
325676	186751;7157;68878	Anopheles cruzii;Anopheles moucheti;Culicidae	
1254420	7160;53535	Melanoconion;Aedes albopictus	
315713	41775	Nandina	
2116441	30516	Chimaera sp.	
96892	68299;3635;4100	Ageratum conyzoides;Nicotiana benthamiana;Gossypium hirsutum	
64313	10036	Mesocricetus auratus	
160844	391288	Narcissus tazetta subsp. chinensis	
394036	54860	Narcissus tazetta	
160842	4697	Narcissus	
12180	39639	Narcissus pseudonarcissus	
367682	39639	Narcissus pseudonarcissus	
160843	391288	Narcissus tazetta subsp. chinensis	
590647	157541	Zygodontomys brevicauda	
1923780	1	root	
114777	547559;13769	Natrialba magadii;Natrialba magadii ATCC 43099	
59302	7158	Aedes	
1212483	9913	Bos taurus	
2847999	9913	Bos taurus	
255520			
1778580	3760	Prunus persica	
2560614	3760	Prunus persica	
1170424	100678;139045;526217;7176	Culex quinquefasciatus;Culex coronator;Culex vishnui;Anopheles coustani	
312009	4100;4149;255860	Diascia;Nicotiana benthamiana;Scrophulariaceae	
204507	441913	Neodiprion abietis	
249151	441921	Neodiprion lecontei	
111874	441937	Neodiprion sertifer	
1985188	120395	Neofusicoccum luteum	
1985159	120395	Neofusicoccum luteum	
2587541	310453	Neofusicoccum parvum	
1224510	1	root	
2108204	2585209	Trichonephila clavipes	
2108205	2585209	Trichonephila clavipes	
2108200	2585209	Trichonephila clavipes	
2108201	2585209	Trichonephila clavipes	
2108203	2585209	Trichonephila clavipes	
797075	4696	Hippeastrum sp.	
333348	51427;63459;180152	Agapanthus campanulatus;Nerine sarniensis;Chenopodium quinoa	
2099521	355587	Nesidiocoris tenuis	
1930921	1	root	
1497391	9606	Homo sapiens	
499854	186751;7157;162997;68878	Anopheles cruzii;Anopheles moucheti;Culex annulirostris;Culicidae	
1272952	34624;48086	Lepus americanus;Haemaphysalis leporispalustris	
1149871	108453;1093962	Sida golden yellow vein virus-Malvastrum;Malvastrum coromandelianum	
1149872	108453;1093962	Sida golden yellow vein virus-Malvastrum;Malvastrum coromandelianum	
1149873	108453;1093962	Sida golden yellow vein virus-Malvastrum;Malvastrum coromandelianum	
1149874	108453;1093962	Sida golden yellow vein virus-Malvastrum;Malvastrum coromandelianum	
1149875	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149876	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149877	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149878	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149879	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149880	932019;10814	Sidastrum micranthum;Begomovirus	
1149881	932019;10814	Sidastrum micranthum;Begomovirus	
1149882	932019;10814	Sidastrum micranthum;Begomovirus	
1149883	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149884	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149885	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149886	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149887	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149888	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149889	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149890	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149891	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149892	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149893	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149894	108453;10814	Begomovirus;Malvastrum coromandelianum	
1149895	108453;10814	Begomovirus;Malvastrum coromandelianum	
1150019	108453;1093962	Sida golden yellow vein virus-Malvastrum;Malvastrum coromandelianum	
331642	9913	Bos taurus	
139270	9031	Gallus gallus	
2713662	10036;100678;9606;7160;9534	Chlorocebus aethiops;Mesocricetus auratus;Culex vishnui;Aedes albopictus;Homo sapiens	
1485186	707280	Culex chidesteri	
1348439	2746634;37738	Sergentomyia sp.;Phlebotomus duboscqi	
1286143	53527;2912049	Culex sp.;Culex	
1159904	8899;8900	Nycticorax;Ardeidae	
1913649	335854	Nigrospora oryzae	
1765736	335854	Nigrospora oryzae	
1267585	108931	Nilaparvata lugens	
1345661	108931	Nilaparvata lugens	
1345662	108931	Nilaparvata lugens	
33724	108931	Nilaparvata lugens	
1285600	8501;8502;184234	Crocodylus johnsoni;Crocodylus porosus;Crocodylus niloticus	
1229325	1	root	
121791	9823;9606;9405;58060;132908;153297;58065	Eonycteris spelaea;Scotophilus kuhlii;Pteropus hypomelanus;Cynopterus brachyotis;Homo sapiens;Sus scrofa;Pteropus vampyrus	Nipah virus infection
629739	195533	Psychodopygus panamensis	
1230469	387092	Nitratiruptor sp. SB155-2	
1472912	1926584;267849	Nitrincola sp.;Nitrincola	
2508184	2024843	Nitrosopumilus sp.	
927392	926571	Nitrososphaera viennensis EN76	
380442	864620	Eretmapodites leucopous	
1920748	549403	Triaenops afer	
1109711	37326	Nocardia brasiliensis	
12288	7088;9823;7159;7158;7160;7178;46208;7177;7137;7460	Aedes;Aedes aegypti;Galleria mellonella;Apis mellifera;Toxorhynchites amboinensis;Aedes albopictus;Lepidoptera;Sus scrofa;Culex tarsalis;Culex tritaeniorhynchus	
1777122	2027346	Nodularia spumigena AV2	
2557579	70799	Nodularia spumigena	
2557582	1955803	Nodularia spumigena kac68	
1980540	41812	Chaoborus	
1605403	9796	Equus caballus	
2608606	43522	Morinda citrifolia	
1168479	363408	Nonlabens	
1168478	363408	Nonlabens	
283876	53234	Lupinus nootkatensis	
363716	7227	Drosophila melanogaster	
1160949	9685	Felis catus	
673457	9615	Canis lupus familiaris	
122928	9606	Homo sapiens	Enteritis due to Norovirus, Viral gastroenteritis
1529909	9606	Homo sapiens	
1529910	9606	Homo sapiens	
122929	9606	Homo sapiens	Enteritis due to Norovirus, Viral gastroenteritis
552592	9606	Homo sapiens	
490039	9606	Homo sapiens	
1514999	9606	Homo sapiens	
1529911	9606	Homo sapiens	
1529912	9606	Homo sapiens	
1529913	9606	Homo sapiens	
1529914	9606	Homo sapiens	
1529915	9606	Homo sapiens	
1529916	9606	Homo sapiens	
1529917	9606	Homo sapiens	
1529918	9606	Homo sapiens	
1529919	9606	Homo sapiens	
1529920	9606	Homo sapiens	
1529921	9606	Homo sapiens	
1529922	9606	Homo sapiens	
1529923	9606	Homo sapiens	
1529924	9606	Homo sapiens	
1529925	9606	Homo sapiens	
1529926	9606	Homo sapiens	
1529927	9606	Homo sapiens	
1529928	9606	Homo sapiens	
1529929	9606	Homo sapiens	
1529930	9606	Homo sapiens	
1529931	9606	Homo sapiens	
1529932	9606	Homo sapiens	
340017	9913	Bos taurus	
262897	9606	Homo sapiens	Enteritis due to Norovirus, Viral gastroenteritis
1246677	10090	Mus musculus	
336619	9606	Homo sapiens	
1383577	9606	Homo sapiens	
1184498	9606	Homo sapiens	
1383578	9606	Homo sapiens	
1383579	9606	Homo sapiens	
1383580	9606	Homo sapiens	
1383581	9606	Homo sapiens	
1383582	9606	Homo sapiens	
1383583	9606	Homo sapiens	
1406147	9606	Homo sapiens	
658397	9606	Homo sapiens	
1173217	9606	Homo sapiens	
1175308	9606	Homo sapiens	
290280	9606	Homo sapiens	
707384	9606	Homo sapiens	
707385	9606	Homo sapiens	
707386	9606	Homo sapiens	
707387	9606	Homo sapiens	
546970	9606	Homo sapiens	
707388	9606	Homo sapiens	
546971	9606	Homo sapiens	
546960	9606	Homo sapiens	
546961	9606	Homo sapiens	
546962	9606	Homo sapiens	
546963	9606	Homo sapiens	
546956	9606	Homo sapiens	
546957	9606	Homo sapiens	
546958	9606	Homo sapiens	
546959	9606	Homo sapiens	
1184496	9606	Homo sapiens	
1195613	9606	Homo sapiens	
1195614	9606	Homo sapiens	
1195615	9606	Homo sapiens	
1195616	9606	Homo sapiens	
1195617	9606	Homo sapiens	
1195618	9606	Homo sapiens	
1195619	9606	Homo sapiens	
1195620	9606	Homo sapiens	
1195621	9606	Homo sapiens	
1195622	9606	Homo sapiens	
1195623	9606	Homo sapiens	
1195624	9606	Homo sapiens	
1195625	9606	Homo sapiens	
1195626	9606	Homo sapiens	
1195627	9606	Homo sapiens	
1195628	9606	Homo sapiens	
1195629	9606	Homo sapiens	
1195630	9606	Homo sapiens	
1195631	9606	Homo sapiens	
1195632	9606	Homo sapiens	
1195633	9606	Homo sapiens	
1195634	9606	Homo sapiens	
1195635	9606	Homo sapiens	
1195636	9606	Homo sapiens	
1195637	9606	Homo sapiens	
1195638	9606	Homo sapiens	
1195639	9606	Homo sapiens	
1195640	9606	Homo sapiens	
587432	9606	Homo sapiens	
546977	9606	Homo sapiens	
546978	9606	Homo sapiens	
546979	9606	Homo sapiens	
714567	9606	Homo sapiens	
546975	9606	Homo sapiens	
546976	9606	Homo sapiens	
546951	9606	Homo sapiens	
546952	9606	Homo sapiens	
546953	9606	Homo sapiens	
546954	9606	Homo sapiens	
546955	9606	Homo sapiens	
546983	9606	Homo sapiens	
546984	9606	Homo sapiens	
546985	9606	Homo sapiens	
546986	9606	Homo sapiens	
546987	9606	Homo sapiens	
546964	9606	Homo sapiens	
546965	9606	Homo sapiens	
546966	9606	Homo sapiens	
546980	9606	Homo sapiens	
546981	9606	Homo sapiens	
546982	9606	Homo sapiens	
546972	9606	Homo sapiens	
546973	9606	Homo sapiens	
546974	9606	Homo sapiens	
546967	9606	Homo sapiens	
546968	9606	Homo sapiens	
546969	9606	Homo sapiens	
1380573	9606	Homo sapiens	
1380574	9606	Homo sapiens	
1380575	9606	Homo sapiens	
1380576	9606	Homo sapiens	
1380577	9606	Homo sapiens	
1046049	9606	Homo sapiens	
934293	9606	Homo sapiens	
748172	9606	Homo sapiens	
1458701	9606	Homo sapiens	
863240	9606	Homo sapiens	
1260941	9606	Homo sapiens	
1406148	9606	Homo sapiens	
1325533	9606	Homo sapiens	
1195791	9606	Homo sapiens	
1241966	9606	Homo sapiens	
1331832	9606	Homo sapiens	
1331833	9606	Homo sapiens	
1331834	9606	Homo sapiens	
1331835	9606	Homo sapiens	
1331836	9606	Homo sapiens	
1331837	9606	Homo sapiens	
1331838	9606	Homo sapiens	
1331839	9606	Homo sapiens	
1331840	9606	Homo sapiens	
1331841	9606	Homo sapiens	
1331842	9606	Homo sapiens	
1331843	9606	Homo sapiens	
1331844	9606	Homo sapiens	
1331845	9606	Homo sapiens	
1331846	9606	Homo sapiens	
1331847	9606	Homo sapiens	
1331848	9606	Homo sapiens	
1241967	9606	Homo sapiens	
660656	9606	Homo sapiens	
660657	9606	Homo sapiens	
660658	9606	Homo sapiens	
660659	9606	Homo sapiens	
1184497	9606	Homo sapiens	
1241968	9606	Homo sapiens	
1566828	9606	Homo sapiens	
1379486	9606	Homo sapiens	
1379487	9606	Homo sapiens	
1282423	9606	Homo sapiens	
1282425	9606	Homo sapiens	
1262401	9606	Homo sapiens	
1337425	9606	Homo sapiens	
1268361	9606	Homo sapiens	
1458702	9606	Homo sapiens	
1458703	9606	Homo sapiens	
1458704	9606	Homo sapiens	
1241969	9606	Homo sapiens	
880562	9606	Homo sapiens	
1432852	9606	Homo sapiens	
1432853	9606	Homo sapiens	
1406149	9606	Homo sapiens	
392172	9606	Homo sapiens	
1241970	9606	Homo sapiens	
1133122	9606	Homo sapiens	
1383602	9606	Homo sapiens	
1406809	9606	Homo sapiens	
1406799	9606	Homo sapiens	
1383591	9606	Homo sapiens	
1383599	9606	Homo sapiens	
1383601	9606	Homo sapiens	
1406805	9606	Homo sapiens	
1406801	9606	Homo sapiens	
1406802	9606	Homo sapiens	
1383590	9606	Homo sapiens	
1406797	9606	Homo sapiens	
1406798	9606	Homo sapiens	
1383596	9606	Homo sapiens	
1406800	9606	Homo sapiens	
1383609	9606	Homo sapiens	
1383606	9606	Homo sapiens	
1406796	9606	Homo sapiens	
1316726	9606	Homo sapiens	
1221622	9606	Homo sapiens	
1221623	9606	Homo sapiens	
1241971	9606	Homo sapiens	
1241972	9606	Homo sapiens	
1183312	9606	Homo sapiens	
1312076	9606	Homo sapiens	
1498296	9606	Homo sapiens	
1241973	9606	Homo sapiens	
1241974	9606	Homo sapiens	
1260944	9606	Homo sapiens	
1282430	9606	Homo sapiens	
1458705	9606	Homo sapiens	
1183319	9606	Homo sapiens	
1183320	9606	Homo sapiens	
1175309	9606	Homo sapiens	
1175310	9606	Homo sapiens	
1175311	9606	Homo sapiens	
1175312	9606	Homo sapiens	
1291872	9606	Homo sapiens	
1291873	9606	Homo sapiens	
1486684	9606	Homo sapiens	
1486685	9606	Homo sapiens	
1486687	9606	Homo sapiens	
1486689	9606	Homo sapiens	
1486691	9606	Homo sapiens	
1486692	9606	Homo sapiens	
1486694	9606	Homo sapiens	
1486697	9606	Homo sapiens	
1336082	9606	Homo sapiens	
1336084	9606	Homo sapiens	
1336095	9606	Homo sapiens	
1336100	9606	Homo sapiens	
1336131	9606	Homo sapiens	
756495	9606	Homo sapiens	
1338688	9606	Homo sapiens	
1183318	9606	Homo sapiens	
370037	9606	Homo sapiens	
379081	9606	Homo sapiens	
296145	9606	Homo sapiens	
150137	9606	Homo sapiens	
1261195	9606	Homo sapiens	
1261196	9606	Homo sapiens	
1261197	9606	Homo sapiens	
1261198	9606	Homo sapiens	
1261199	9606	Homo sapiens	
1261200	9606	Homo sapiens	
1261201	9606	Homo sapiens	
1261202	9606	Homo sapiens	
1261203	9606	Homo sapiens	
1261204	9606	Homo sapiens	
1261205	9606	Homo sapiens	
1261206	9606	Homo sapiens	
1261207	9606	Homo sapiens	
1261208	9606	Homo sapiens	
1261209	9606	Homo sapiens	
1261210	9606	Homo sapiens	
1261211	9606	Homo sapiens	
1261212	9606	Homo sapiens	
1261213	9606	Homo sapiens	
1261214	9606	Homo sapiens	
1261215	9606	Homo sapiens	
1261216	9606	Homo sapiens	
1261217	9606	Homo sapiens	
1261218	9606	Homo sapiens	
1261219	9606	Homo sapiens	
1261220	9606	Homo sapiens	
1261221	9606	Homo sapiens	
1261222	9606	Homo sapiens	
1261223	9606	Homo sapiens	
1261224	9606	Homo sapiens	
1261225	9606	Homo sapiens	
1261226	9606	Homo sapiens	
1261227	9606	Homo sapiens	
1261228	9606	Homo sapiens	
1261229	9606	Homo sapiens	
1261230	9606	Homo sapiens	
1261231	9606	Homo sapiens	
1261232	9606	Homo sapiens	
1261233	9606	Homo sapiens	
1261234	9606	Homo sapiens	
1261235	9606	Homo sapiens	
1261236	9606	Homo sapiens	
1261237	9606	Homo sapiens	
1261238	9606	Homo sapiens	
1261239	9606	Homo sapiens	
1261240	9606	Homo sapiens	
1261241	9606	Homo sapiens	
1261242	9606	Homo sapiens	
1261243	9606	Homo sapiens	
1261244	9606	Homo sapiens	
1261245	9606	Homo sapiens	
1261246	9606	Homo sapiens	
1261247	9606	Homo sapiens	
1261248	9606	Homo sapiens	
1261249	9606	Homo sapiens	
1261250	9606	Homo sapiens	
1261251	9606	Homo sapiens	
1261252	9606	Homo sapiens	
1261253	9606	Homo sapiens	
1261254	9606	Homo sapiens	
1261255	9606	Homo sapiens	
1261256	9606	Homo sapiens	
1261257	9606	Homo sapiens	
1261258	9606	Homo sapiens	
1261259	9606	Homo sapiens	
1261260	9606	Homo sapiens	
1261261	9606	Homo sapiens	
1261262	9606	Homo sapiens	
1261263	9606	Homo sapiens	
756497	9606	Homo sapiens	
756496	9606	Homo sapiens	
479952	9606	Homo sapiens	
549341	10090	Mus musculus	
1088689	9823	Sus scrofa	
1406950	162998	Culex sitiens	
11983	9606	Homo sapiens	Enteritis due to Norovirus, Viral gastroenteritis
95340	9606	Homo sapiens	
